	txt	labels
23482	must i forget to tell of the liberty and equality of the two sexes in	0
13483	number. in his views both of teaching and training he might be styled,	0
23716	their reputation fails, and seems unable from shortness of breath to	0
21294	i am sure, i said, that he who does not know how the beautiful and	0
23174	the young men of the governing class, are habituated to lead a life	0
22067	then must not a further admission be made?	0
2721	it's no good! yelled another wizard.  stunning spells, on the count of three!	1
6536	whole mind has been absorbed in making money. yet he acknowledges	0
6138	ron, harry, and george kicked, rolled, and pushed the unconscious malfoy, crabbe, and goyle - each of whom looked distinctly the worse for the jumble of jinxes with which they had been hit - out into the corridor, then came back into the compartment and rolled the door shut.	1
8721	often need a strong dose of falsehood in order to bring about desirable	0
14989	and getting nothing out of the public, because he is just; moreover he	0
17383	people need the skill of first-rate physicians and judges, but also	0
20305	of not-being, ignorance was assumed to be the necessary correlative; of	0
20953	legislator you were laying down the laws.	0
16550	i entirely agree, he said, in these principles, and promise to make them	0
13000	misapprehended the real value of his speculations. they appear to them	0
8168	regular athlete an easy match for two stout opponents at least? suppose	0
22289	believe, yet, from another point of view, is harder still to deny. this,	0
21222	exposition of them on a level with the discussion which had preceded.	0
19965	and by nature enemies, and this kind of antagonism should be called war;	0
6616	lover of art and music who has all the experiences of youthful life. he	0
7934	which are far too obscure; in which there is no proportion between style	0
23763	yes, he said, he is the only one remaining.	0
25808	1.d.  the copyright laws of the place where you are located also govern	0
18365	'a man being his own master;' and other traces of the same notion may be	0
23371	cast forth; they persuade men that moderation and orderly expenditure	0
25492	their sentences in front of them, to ascend by the heavenly way on the	0
7184	questionable means is felt strongly and has become a sort of instinct	0
8124	that he is passing lightly over the subject.	0
3812	of course we still want to know you!  harry said, staring at hagrid.  you don't think anything that skeeter cow - sorry, professor, he added quickly, looking at dumbledore.	1
22125	would be made; since even now, disregarded as they are by the world, and	0
16236	gentle to his friends and acquaintances, must by nature be a lover of	0
12584	on a physical basis.' but should not life rest on the moral rather than	0
10851	(greek), in other words (4/3 x 5) all squared = 100 x 2 squared over 3	0
7552	or with thrasymachus 'that might is right,' would have been regarded by	0
25879	     address specified in section 4, information about donations to	0
10239	citizens. now let us return to the point at which we digressed. 'that is	0
3800	the door opened. hermione said, about t-! and then stopped, very suddenly, because she had found herself face-to-face, not with hagrid, but with albus dumbledore.	1
25071	he would be ashamed of any one hearing or seeing him do?	0
17453	yes, he said, and a man in his condition of life ought to use the art of	0
6528	done with life, and is at peace with himself and with all mankind. he	0
14886	you a question: is the physician, taken in that strict sense of which	0
24307	and in a mean between them?	0
22151	appear to me to make us look downwards and not upwards.	0
14388	his patrimony, that which he inherited being much what i possess now;	0
7890	1. the constant appeal to the authority of homer, whom, with grave	0
15602	hearts that injustice is far more profitable to the individual than	0
5414	a swishing noise and a second voice, which screeched the words to the night: avada kedavra!	1
3832	yeh know wha, harry? he said, looking up from the photograph of his father, his eyes very bright, when i firs' met you, you reminded me o' me a bit.  mum an' dad gone, an' you was feelin' like yeh wouldn' fit in at hogwarts, remember?  not sure yeh were really up to it... an' now look at yeh, harry!  school champion!	1
5395	he and cedric both grasped a handle.	1
11544	the other world. those who came from earth wept at the remembrance of	0
23653	destroying them by placing them at the mercy of the enemy; and for all	0
25437	god, as far as man can attain the divine likeness, by the pursuit of	0
9469	figure as belonging to another world; and in modern times the idea will	0
7493	conscious that the past had a history; but he could see nothing beyond	0
20820	were admitted by us to be the true philosopher's gifts.	0
25223	if her defence fails, then, my dear friend, like other persons who are	0
9024	they like it or not;--such an one would be called by them fool, prater,	0
16049	let us then consider, first of all, what will be their way of life,	0
17295	then i suppose that in the city which we are founding you would make a	0
